1	92
1	186
1	244
2	77
2	125
2	235
3	152
3	209
3	214
4	135
4	210
4	249
5	91
5	227
5	241
6	37
6	228
6	242
7	200
7	204
7	233
8	89
8	137
8	228
9	133
9	136
9	227
10	121
10	178
10	186
11	73
11	132
11	235
12	18
12	196
12	239
13	152
13	191
13	208
14	88
14	173
14	198
15	86
15	226
15	250
16	45
16	164
16	185
17	114
17	224
17	238
18	12
18	201
18	233
19	97
19	173
19	249
20	176
20	220
20	235
21	52
21	181
21	194
22	47
22	223
22	231
23	98
23	225
23	248
24	78
24	192
24	199
25	28
25	36
25	233
26	114
26	206
26	239
27	197
27	205
27	245
28	25
28	214
28	219
29	137
29	227
29	248
30	214
30	235
30	248
31	175
31	226
31	237
32	157
32	181
32	237
33	54
33	192
33	211
34	69
34	139
34	176
35	120
35	172
35	230
36	25
36	96
36	166
37	6
37	158
37	247
38	165
38	177
38	249
39	98
39	229
39	242
40	159
40	218
40	223
41	80
41	161
41	246
42	101
42	220
42	235
43	155
43	231
43	239
44	153
44	161
44	246
45	16
45	152
45	249
46	70
46	165
46	239
47	22
47	124
47	200
48	240
48	242
48	250
49	211
49	222
49	229
50	135
50	144
50	242
51	111
51	216
51	231
52	21
52	230
52	240
53	72
53	240
53	248
54	33
54	222
54	239
55	76
55	218
55	232
56	68
56	99
56	177
57	107
57	188
57	198
58	107
58	198
58	217
59	106
59	210
59	223
60	187
60	191
60	248
61	154
61	180
61	231
62	116
62	233
62	245
63	90
63	184
63	221
64	168
64	239
64	242
65	190
65	197
65	237
66	86
66	175
66	227
67	71
67	167
67	249
68	56
68	173
68	248
69	34
69	187
69	250
70	46
70	245
70	247
71	67
71	92
71	249
72	53
72	155
72	188
73	11
73	153
73	238
74	227
74	230
74	241
74	244
75	106
75	220
75	225
75	250
76	55
76	206
76	225
76	230
77	2
77	79
77	130
77	246
78	24
78	183
78	185
78	243
79	77
79	105
79	115
79	240
80	41
80	138
80	235
80	243
81	119
81	144
81	198
81	233
82	116
82	204
82	215
82	239
83	142
83	159
83	228
83	240
84	100
84	172
84	243
84	245
85	102
85	175
85	213
85	236
86	15
86	66
86	190
86	207
87	139
87	150
87	165
87	248
88	14
88	186
88	188
88	236
89	8
89	115
89	167
89	197
90	63
90	138
90	206
90	219
91	5
91	195
91	218
91	227
92	1
92	71
92	153
92	161
93	129
93	164
93	177
93	247
94	178
94	229
94	233
94	236
95	195
95	220
95	233
95	246
96	36
96	135
96	236
96	242
97	19
97	211
97	225
97	232
98	23
98	39
98	160
98	249
99	56
99	148
99	204
99	248
100	84
100	126
100	172
100	229
101	42
101	181
101	183
101	216
102	85
102	150
102	185
102	219
103	173
103	190
103	239
103	248
104	117
104	130
104	133
104	184
105	79
105	139
105	167
105	219
106	59
106	75
106	147
106	240
107	57
107	58
107	215
107	234
108	169
108	177
108	216
108	249
109	124
109	195
109	202
109	241
110	162
110	190
110	223
110	250
111	51
111	209
111	225
111	249
112	168
112	223
112	227
112	247
113	138
113	199
113	214
113	242
114	17
114	26
114	174
114	190
115	79
115	89
115	246
115	249
116	62
116	82
116	241
116	248
117	104
117	182
117	185
117	248
118	122
118	236
118	244
118	246
119	81
119	148
119	213
119	223
120	35
120	187
120	240
120	243
121	10
121	122
121	144
121	190
122	118
122	121
122	210
122	238
122	246
123	151
123	231
123	233
123	237
123	241
124	47
124	109
124	130
124	195
124	208
125	2
125	156
125	214
125	224
125	246
126	100
126	153
126	203
126	215
126	230
127	216
127	236
127	244
127	245
127	250
128	150
128	158
128	196
128	214
128	233
129	93
129	164
129	170
129	171
129	224
130	77
130	104
130	124
130	136
130	239
131	156
131	234
131	245
131	248
131	250
132	11
132	217
132	218
132	225
132	246
133	9
133	104
133	157
133	209
133	215
134	204
134	214
134	236
134	241
134	247
135	4
135	50
135	96
135	171
135	238
136	9
136	130
136	180
136	187
136	248
137	8
137	29
137	146
137	192
137	230
138	80
138	90
138	113
138	174
138	240
139	34
139	87
139	105
139	146
139	232
140	160
140	171
140	213
140	222
140	232
141	212
141	236
141	240
141	243
141	248
142	83
142	162
142	216
142	223
142	238
143	217
143	230
143	235
143	238
143	247
144	50
144	81
144	121
144	161
144	239
145	156
145	186
145	234
145	242
145	249
146	137
146	139
146	203
146	223
146	234
147	106
147	194
147	217
147	239
147	242
147	246
148	99
148	119
148	158
148	210
148	213
148	228
149	152
149	206
149	207
149	229
149	246
149	248
150	87
150	102
150	128
150	200
150	220
150	234
151	123
151	162
151	168
151	179
151	238
151	250
152	3
152	13
152	45
152	149
152	199
152	201
153	44
153	73
153	92
153	126
153	169
153	195
154	61
154	165
154	210
154	220
154	225
154	243
155	43
155	72
155	204
155	241
155	244
155	247
156	125
156	131
156	145
156	194
156	230
156	250
157	32
157	133
157	159
157	181
157	232
157	241
158	37
158	128
158	148
158	185
158	210
158	248
159	40
159	83
159	157
159	199
159	225
159	232
160	98
160	140
160	164
160	165
160	193
160	205
161	41
161	44
161	92
161	144
161	179
161	247
162	110
162	142
162	151
162	167
162	182
162	247
163	169
163	183
163	212
163	224
163	240
163	249
164	16
164	93
164	129
164	160
164	232
164	247
165	38
165	46
165	87
165	154
165	160
165	167
165	231
166	36
166	175
166	182
166	205
166	219
166	225
166	238
167	67
167	89
167	105
167	162
167	165
167	195
167	221
168	64
168	112
168	151
168	231
168	233
168	236
168	244
169	108
169	153
169	163
169	172
169	183
169	218
169	242
170	129
170	184
170	203
170	211
170	235
170	248
170	249
171	129
171	135
171	140
171	181
171	231
171	234
171	239
172	35
172	84
172	100
172	169
172	237
172	246
172	249
173	14
173	19
173	68
173	103
173	224
173	236
173	241
174	114
174	138
174	179
174	199
174	205
174	215
174	244
175	31
175	66
175	85
175	166
175	230
175	240
175	250
176	20
176	34
176	182
176	183
176	219
176	237
176	244
177	38
177	56
177	93
177	108
177	187
177	201
177	217
178	10
178	94
178	203
178	204
178	219
178	245
178	250
179	151
179	161
179	174
179	200
179	204
179	238
179	241
180	61
180	136
180	212
180	224
180	231
180	249
180	250
181	21
181	32
181	101
181	157
181	171
181	228
181	249
182	117
182	162
182	166
182	176
182	236
182	243
182	249
183	78
183	101
183	163
183	169
183	176
183	201
183	250
184	63
184	104
184	170
184	220
184	224
184	226
184	241
184	243
185	16
185	78
185	102
185	117
185	158
185	210
185	232
185	249
186	1
186	10
186	88
186	145
186	221
186	223
186	238
186	248
187	60
187	69
187	120
187	136
187	177
187	189
187	202
187	211
188	57
188	72
188	88
188	207
188	226
188	227
188	233
188	237
189	187
189	205
189	206
189	208
189	237
189	238
189	244
189	248
190	65
190	86
190	103
190	110
190	114
190	121
190	226
190	245
191	13
191	60
191	206
191	222
191	232
191	238
191	245
191	248
192	24
192	33
192	137
192	210
192	211
192	216
192	226
192	249
193	160
193	203
193	221
193	227
193	235
193	241
193	247
193	249
194	21
194	147
194	156
194	195
194	198
194	242
194	245
194	246
195	91
195	95
195	109
195	124
195	153
195	167
195	194
195	246
196	12
196	128
196	203
196	211
196	230
196	232
196	243
196	245
196	246
197	27
197	65
197	89
197	214
197	215
197	227
197	232
197	241
197	243
198	14
198	57
198	58
198	81
198	194
198	227
198	233
198	244
198	247
199	24
199	113
199	152
199	159
199	174
199	209
199	222
199	234
199	243
200	7
200	47
200	150
200	179
200	209
200	225
200	233
200	235
200	240
201	18
201	152
201	177
201	183
201	202
201	218
201	226
201	236
201	241
202	109
202	187
202	201
202	208
202	218
202	226
202	235
202	242
202	247
203	126
203	146
203	170
203	178
203	193
203	196
203	229
203	238
203	250
204	7
204	82
204	99
204	134
204	155
204	178
204	179
204	221
204	228
205	27
205	160
205	166
205	174
205	189
205	213
205	237
205	243
205	244
206	26
206	76
206	90
206	149
206	189
206	191
206	218
206	247
206	250
207	86
207	149
207	188
207	212
207	214
207	221
207	238
207	242
207	248
208	13
208	124
208	189
208	202
208	227
208	236
208	243
208	244
208	245
208	248
209	3
209	111
209	133
209	199
209	200
209	211
209	226
209	227
209	243
209	245
210	4
210	59
210	122
210	148
210	154
210	158
210	185
210	192
210	237
210	249
211	33
211	49
211	97
211	170
211	187
211	192
211	196
211	209
211	214
211	234
212	141
212	163
212	180
212	207
212	213
212	234
212	235
212	240
212	241
212	242
213	85
213	119
213	140
213	148
213	205
213	212
213	237
213	242
213	243
213	244
213	250
214	3
214	28
214	30
214	113
214	125
214	128
214	134
214	197
214	207
214	211
214	250
215	82
215	107
215	126
215	133
215	174
215	197
215	231
215	234
215	242
215	246
215	248
216	51
216	101
216	108
216	127
216	142
216	192
216	226
216	230
216	234
216	238
216	245
217	58
217	132
217	143
217	147
217	177
217	224
217	229
217	232
217	239
217	246
217	250
218	40
218	55
218	91
218	132
218	169
218	201
218	202
218	206
218	231
218	232
218	242
219	28
219	90
219	102
219	105
219	166
219	176
219	178
219	235
219	236
219	244
219	247
219	249
220	20
220	42
220	75
220	95
220	150
220	154
220	184
220	224
220	228
220	242
220	243
220	247
221	63
221	167
221	186
221	193
221	204
221	207
221	223
221	229
221	239
221	245
221	248
221	250
222	49
222	54
222	140
222	191
222	199
222	223
222	229
222	230
222	239
222	246
222	247
222	248
223	22
223	40
223	59
223	110
223	112
223	119
223	142
223	146
223	186
223	221
223	222
223	235
223	245
224	17
224	125
224	129
224	163
224	173
224	180
224	184
224	217
224	220
224	225
224	236
224	243
224	249
225	23
225	75
225	76
225	97
225	111
225	132
225	154
225	159
225	166
225	200
225	224
225	227
225	250
226	15
226	31
226	184
226	188
226	190
226	192
226	201
226	202
226	209
226	216
226	232
226	233
226	234
226	235
227	5
227	9
227	29
227	66
227	74
227	91
227	112
227	188
227	193
227	197
227	198
227	208
227	209
227	225
228	6
228	8
228	83
228	148
228	181
228	204
228	220
228	231
228	232
228	235
228	237
228	245
228	247
228	250
229	39
229	49
229	94
229	100
229	149
229	203
229	217
229	221
229	222
229	230
229	237
229	243
229	244
229	246
230	35
230	52
230	74
230	76
230	126
230	137
230	143
230	156
230	175
230	196
230	216
230	222
230	229
230	248
231	22
231	43
231	51
231	61
231	123
231	165
231	168
231	171
231	180
231	215
231	218
231	228
231	238
231	245
232	55
232	97
232	139
232	140
232	157
232	159
232	164
232	185
232	191
232	196
232	197
232	217
232	218
232	226
232	228
232	247
233	7
233	18
233	25
233	62
233	81
233	94
233	95
233	123
233	128
233	168
233	188
233	198
233	200
233	226
233	244
233	246
233	250
234	107
234	131
234	145
234	146
234	150
234	171
234	199
234	211
234	212
234	215
234	216
234	226
234	237
234	239
234	240
234	243
234	245
234	249
234	250
235	2
235	11
235	20
235	30
235	42
235	80
235	143
235	170
235	193
235	200
235	202
235	212
235	219
235	223
235	226
235	228
235	240
235	241
235	242
236	85
236	88
236	94
236	96
236	118
236	127
236	134
236	141
236	168
236	173
236	182
236	201
236	208
236	219
236	224
236	242
236	245
236	247
236	249
237	31
237	32
237	65
237	123
237	172
237	176
237	188
237	189
237	205
237	210
237	213
237	228
237	229
237	234
237	238
237	241
237	243
237	246
237	247
238	17
238	73
238	122
238	135
238	142
238	143
238	151
238	166
238	179
238	186
238	189
238	191
238	203
238	207
238	216
238	231
238	237
238	241
238	244
238	249
239	12
239	26
239	43
239	46
239	54
239	64
239	82
239	103
239	130
239	144
239	147
239	171
239	217
239	221
239	222
239	234
239	243
239	244
239	247
239	250
240	48
240	52
240	53
240	79
240	83
240	106
240	120
240	138
240	141
240	163
240	175
240	200
240	212
240	234
240	235
240	241
240	244
240	245
240	246
240	247
240	250
241	5
241	74
241	109
241	116
241	123
241	134
241	155
241	157
241	173
241	179
241	184
241	193
241	197
241	201
241	212
241	235
241	237
241	238
241	240
241	249
241	250
242	6
242	39
242	48
242	50
242	64
242	96
242	113
242	145
242	147
242	169
242	194
242	202
242	207
242	212
242	213
242	215
242	218
242	220
242	235
242	236
242	250
243	78
243	80
243	84
243	120
243	141
243	154
243	182
243	184
243	196
243	197
243	199
243	205
243	208
243	209
243	213
243	220
243	224
243	229
243	234
243	237
243	239
243	244
244	1
244	74
244	118
244	127
244	155
244	168
244	174
244	176
244	189
244	198
244	205
244	208
244	213
244	219
244	229
244	233
244	238
244	239
244	240
244	243
244	249
244	250
245	27
245	62
245	70
245	84
245	127
245	131
245	178
245	190
245	191
245	194
245	196
245	208
245	209
245	216
245	221
245	223
245	228
245	231
245	234
245	236
245	240
245	246
245	249
246	41
246	44
246	77
246	95
246	115
246	118
246	122
246	125
246	132
246	147
246	149
246	172
246	194
246	195
246	196
246	215
246	217
246	222
246	229
246	233
246	237
246	240
246	245
247	37
247	70
247	93
247	112
247	134
247	143
247	155
247	161
247	162
247	164
247	193
247	198
247	202
247	206
247	219
247	220
247	222
247	228
247	232
247	236
247	237
247	239
247	240
247	248
248	23
248	29
248	30
248	53
248	60
248	68
248	87
248	99
248	103
248	116
248	117
248	131
248	136
248	141
248	149
248	158
248	170
248	186
248	189
248	191
248	207
248	208
248	215
248	221
248	222
248	230
248	247
248	250
249	4
249	19
249	38
249	45
249	67
249	71
249	98
249	108
249	111
249	115
249	145
249	163
249	170
249	172
249	180
249	181
249	182
249	185
249	192
249	193
249	210
249	219
249	224
249	234
249	236
249	238
249	241
249	244
249	245
249	250
250	15
250	48
250	69
250	75
250	110
250	127
250	131
250	151
250	156
250	175
250	178
250	180
250	183
250	203
250	206
250	213
250	214
250	217
250	221
250	225
250	228
250	233
250	234
250	239
250	240
250	241
250	242
250	244
250	248
250	249
